gi,hist_type,hist_var,taxid,curated
123984391,H3,H3.5,32630,False
123998359,H3,H3.5,32630,False
126635091,H3,H3.5,34765,False
134025948,H3,H3.5,9913,False
146741398,H3,H3.5,37012,False
148681198,H3,H3.5,10090,False
148702598,H3,H3.5,10090,False
149040876,H3,H3.5,10116,False
149054820,H3,H3.5,10116,False
149212750,H3,H3.5,6500,False
149689030,H3,H3.5,30076,False
156229982,H3,H3.5,7955,False
158253878,H3,H3.5,7955,False
162415918,H3,H3.5,9555,False
163915477,H3,H3.5,8364,False
163916070,H3,H3.5,8364,False
165971617,H3,H3.5,10116,False
166797097,H3,H3.5,10116,False
167774103,H3,H3.5,32630,False
167881403,H3,H3.5,7176,False
182889676,H3,H3.5,7955,False
189053224,H3,H3.5,9606,False
190616692,H3,H3.5,7217,False
190618238,H3,H3.5,7217,False
190649015,H3,H3.5,7220,False
190660632,H3,H3.5,7220,False
193893232,H3,H3.5,7222,False
193905021,H3,H3.5,7222,False
193908547,H3,H3.5,7230,False
193912260,H3,H3.5,7230,False
194103311,H3,H3.5,7234,False
194108477,H3,H3.5,7234,False
194129232,H3,H3.5,7238,False
194132764,H3,H3.5,7238,False
194141601,H3,H3.5,7244,False
194148316,H3,H3.5,7244,False
194160585,H3,H3.5,7260,False
194167467,H3,H3.5,7260,False
194174776,H3,H3.5,7245,False
194188592,H3,H3.5,7245,False
194190212,H3,H3.5,7240,False
197127820,H3,H3.5,59729,False
197127821,H3,H3.5,59729,False
197129762,H3,H3.5,59729,False
197129763,H3,H3.5,59729,False
197129765,H3,H3.5,59729,False
197129766,H3,H3.5,59729,False
197129767,H3,H3.5,59729,False
197129768,H3,H3.5,59729,False
197129769,H3,H3.5,59729,False
197129770,H3,H3.5,59729,False
197129771,H3,H3.5,59729,False
197129772,H3,H3.5,59729,False
197129840,H3,H3.5,59729,False
197129877,H3,H3.5,59729,False
197632043,H3,H3.5,8030,False
198146737,H3,H3.5,46245,False
208966478,H3,H3.5,32630,False
209151288,H3,H3.5,8030,False
209155450,H3,H3.5,8030,False
209155988,H3,H3.5,8030,False
209732440,H3,H3.5,8030,False
209733828,H3,H3.5,8030,False
209735012,H3,H3.5,8030,False
209736882,H3,H3.5,8030,False
209738400,H3,H3.5,8030,False
212515835,H3,H3.5,121224,False
215493015,H3,H3.5,6945,False
220950434,H3,H3.5,32630,False
220959296,H3,H3.5,32630,False
220959794,H3,H3.5,32630,False
221219278,H3,H3.5,8030,False
221220000,H3,H3.5,8030,False
221220612,H3,H3.5,8030,False
221221382,H3,H3.5,8030,False
221222238,H3,H3.5,8030,False
223646890,H3,H3.5,8030,False
223646976,H3,H3.5,8030,False
223672751,H3,H3.5,8030,False
223672839,H3,H3.5,8030,False
225703498,H3,H3.5,8022,False
225706860,H3,H3.5,8014,False
225706870,H3,H3.5,8014,False
225713870,H3,H3.5,72036,False
225713976,H3,H3.5,72036,False
225718188,H3,H3.5,344056,False
225718784,H3,H3.5,344056,False
225719256,H3,H3.5,344056,False
229274415,H3,H3.5,7739,False
229280870,H3,H3.5,7739,False
229367186,H3,H3.5,229290,False
261335966,H3,H3.5,34740,False
261860160,H3,H3.5,32630,False
270011381,H3,H3.5,7070,False
281350042,H3,H3.5,9646,False
281354067,H3,H3.5,9646,False
283468930,H3,H3.5,242395,False
283468934,H3,H3.5,242395,False
290562447,H3,H3.5,72036,False
290562748,H3,H3.5,72036,False
291461559,H3,H3.5,114398,False
296476022,H3,H3.5,9913,False
296479254,H3,H3.5,9913,False
303659907,H3,H3.5,8030,False
303665913,H3,H3.5,8030,False
307169357,H3,H3.5,104421,False
307204447,H3,H3.5,610380,False
307755311,H3,H3.5,7209,False
307764087,H3,H3.5,7209,False
308321393,H3,H3.5,66913,False
308323577,H3,H3.5,7998,False
313220014,H3,H3.5,34765,False
313234149,H3,H3.5,34765,False
313235983,H3,H3.5,34765,False
317419125,H3,H3.5,13489,False
317419264,H3,H3.5,13489,False
321463426,H3,H3.5,6669,False
325302694,H3,H3.5,34610,False
332028951,H3,H3.5,103372,False
332028952,H3,H3.5,103372,False
332375154,H3,H3.5,77166,False
333469959,H3,H3.5,180454,False
336087732,H3,H3.5,560604,False
343458983,H3,H3.5,323802,False
343959538,H3,H3.5,9598,False
351703433,H3,H3.5,10181,False
351707846,H3,H3.5,10181,False
355558716,H3,H3.5,9544,False
355568926,H3,H3.5,9544,False
355745875,H3,H3.5,9541,False
355760552,H3,H3.5,9541,False
357627942,H3,H3.5,13037,False
389609103,H3,H3.5,66420,False
389611069,H3,H3.5,76194,False
392881652,H3,H3.5,7868,False
402588820,H3,H3.5,6293,False
402593333,H3,H3.5,6293,False
405947928,H3,H3.5,29159,False
431908767,H3,H3.5,9402,False
440213373,H3,H3.5,7227,False
440213374,H3,H3.5,7227,False
440216577,H3,H3.5,7227,False
440896848,H3,H3.5,72004,False
440898503,H3,H3.5,72004,False
443429390,H3,H3.5,33431,False
443692090,H3,H3.5,283909,False
444727830,H3,H3.5,246437,False
457867079,H3,H3.5,27933,False
459219302,H3,H3.5,6221,False
465960056,H3,H3.5,8469,False
469832310,H3,H3.5,8030,False
478256761,H3,H3.5,77166,False
483524092,H3,H3.5,8839,False
501291232,H3,H3.5,329032,False
510855315,H3,H3.5,53326,False
530445204,H3,H3.5,6663,False
530666949,H3,H3.5,419612,False
530668244,H3,H3.5,419612,False
537156609,H3,H3.5,10029,False
541042319,H3,H3.5,6253,False
546679218,H3,H3.5,77166,False
555703969,H3,H3.5,6412,False
556096123,H3,H3.5,225164,False
560117782,H3,H3.5,6289,False
568252959,H3,H3.5,43151,False
568286248,H3,H3.5,51031,False
568292176,H3,H3.5,51031,False
597835101,H3,H3.5,53326,False
597840072,H3,H3.5,53326,False
607305180,H3,H3.5,69319,False
607305181,H3,H3.5,69319,False
607354977,H3,H3.5,443821,False
607354978,H3,H3.5,443821,False
642056571,H3,H3.5,8022,False
642079235,H3,H3.5,8022,False
642099690,H3,H3.5,8022,False
642099691,H3,H3.5,8022,False
642099811,H3,H3.5,8022,False
642109182,H3,H3.5,8022,False
642111911,H3,H3.5,8022,False
642111912,H3,H3.5,8022,False
646715447,H3,H3.5,136037,False
649100456,H3,H3.5,32630,False
669174554,H3,H3.5,8330,False
669193527,H3,H3.5,565004,False
671405997,H3,H3.5,6279,False
675388981,H3,H3.5,407821,False
676282076,H3,H3.5,885580,False
676580022,H3,H3.5,55661,False
676820243,H3,H3.5,188379,False
677481601,H3,H3.5,97097,False
677529737,H3,H3.5,128390,False
678118153,H3,H3.5,8897,False
693267606,H3,H3.5,6550,False
693267610,H3,H3.5,6550,False
693267616,H3,H3.5,29158,False
693267618,H3,H3.5,29158,False
693267620,H3,H3.5,6550,False
693267624,H3,H3.5,6550,False
697419497,H3,H3.5,94827,False
732900798,H3,H3.5,61180,False
734562017,H3,H3.5,6265,False
734562018,H3,H3.5,6265,False
734562019,H3,H3.5,6265,False
748373801,H3,H3.5,51022,False
748386889,H3,H3.5,51022,False
768190229,H3,H3.5,29172,False
808867086,H3,H3.5,215358,False
808870075,H3,H3.5,215358,False
808870076,H3,H3.5,215358,False
808877198,H3,H3.5,215358,False
820092662,H3,H3.5,113540,False
820125827,H3,H3.5,113540,False
820149902,H3,H3.5,113540,False
820160273,H3,H3.5,113540,False
861641483,H3,H3.5,67767,False
900885540,H3,H3.5,7240,False
900929898,H3,H3.5,7240,False
906459375,H3,H3.5,7375,False
915667632,H3,H3.5,597456,False
918286806,H3,H3.5,37653,False
918319239,H3,H3.5,37653,False
915667631,H3,H3.5,597456,False
334359125,H3,H3.5,9606,False
334359129,H3,H3.5,9606,False
795244810,H3,H3.5,336983,False
742092193,H3,H3.5,43346,False
728055235,H3,H3.5,9606,False
189053462,H3,H3.5,9606,False
693267612,H3,H3.5,29158,False
1708108,H3,H3.5,6239,False
341889999,H3,H3.5,135651,False
351058854,H3,H3.5,6239,False
558139012,H3,H3.5,59463,False
537544601,H3,H3.5,34839,False
45384744,H3,H3.5,34839,False
830008561,H3,H3.5,30608,False
768197465,H3,H3.5,29172,False
685824858,H3,canonical_H3,34506,False
795241625,H3,H3.5,9568,False
795241632,H3,H3.5,9568,False
795241639,H3,H3.5,9568,False
795241644,H3,H3.5,9568,False
795241652,H3,H3.5,9568,False
795133613,H3,H3.5,336983,False
675645479,H3,H3.5,9483,False
795129972,H3,H3.Y,336983,False
225703532,H3,H3.5,8022,False
211851,H3,H3.5,9031,False
690444298,H3,H3.5,9238,False
679138886,H3,H3.5,9238,False
694541421,H3,H3.Y,691883,False
627946612,H3,H3.Y,691883,False
221219366,H3,H3.5,8030,False
684378704,H3,H3.5,6198,False
844855809,H3,H3.5,6185,False
56753077,H3,H3.5,6182,False
226475830,H3,H3.5,6182,False
226475832,H3,H3.5,6182,False
226475834,H3,H3.5,6182,False
226475836,H3,H3.5,6182,False
226475838,H3,H3.5,6182,False
226475840,H3,H3.5,6182,False
226475842,H3,H3.5,6182,False
226475844,H3,H3.5,6182,False
226479668,H3,H3.5,6182,False
226479670,H3,H3.5,6182,False
226479674,H3,H3.5,6182,False
226479676,H3,H3.5,6182,False
226479678,H3,H3.5,6182,False
226479680,H3,H3.5,6182,False
226479682,H3,H3.5,6182,False
226479684,H3,H3.5,6182,False
226479686,H3,H3.5,6182,False
226479688,H3,H3.5,6182,False
226479690,H3,H3.5,6182,False
226479692,H3,H3.5,6182,False
226479694,H3,H3.5,6182,False
226479696,H3,H3.5,6182,False
226479698,H3,H3.5,6182,False
226479700,H3,H3.5,6182,False
226479702,H3,H3.5,6182,False
226479704,H3,H3.5,6182,False
226479708,H3,H3.5,6182,False
226485525,H3,H3.5,6182,False
226485527,H3,H3.5,6182,False
226485529,H3,H3.5,6182,False
226485531,H3,H3.5,6182,False
238664740,H3,H3.5,6183,False
349935962,H3,H3.5,79923,False
390098844,H3,H3.5,79327,False
576690851,H3,H3.5,6210,False
663054235,H3,H3.5,6198,False
674262449,H3,H3.5,6211,False
674566707,H3,H3.5,6210,False
674575094,H3,H3.5,6211,False
674595537,H3,H3.5,85433,False
675384350,H3,H3.5,407821,False
685961342,H3,H3.5,6185,False
657807031,H3,H3.5,244447,False
657807033,H3,H3.5,244447,False
392341507,H3,H3.5,10116,False
392349506,H3,H3.5,10116,False
914909614,H3,H3.5,43179,False
821038715,H3,H3.Y,61853,False
589922965,H3,H3.5,230844,False
268580349,H3,H3.5,6238,False
187026247,H3,H3.5,6238,False
544490591,H3,H3.5,9541,False
225704818,H3,H3.5,8022,False
671411883,H3,H3.Y,6279,False
675759862,H3,H3.5,9597,False
513001035,H3,H3.5,10181,False
513001037,H3,H3.5,10181,False
158255640,H3,H3.5,9606,False
506965510,H3,H3.5,36987,False
225704390,H3,H3.5,8022,False
126697402,H3,H3.5,91233,False
693267622,H3,H3.5,29158,False
693267608,H3,H3.5,6550,False
221221048,H3,H3.5,8030,False
724856853,H3,H3.5,61622,False
387914872,H3,H3.5,7868,False
742187423,H3,H3.5,43346,False
795125927,H3,H3.5,336983,False
724846710,H3,H3.5,61622,False
584012604,H3,H3.5,32507,False
584012606,H3,H3.5,32507,False
307204446,H3,H3.5,610380,False
817278027,H3,H3.5,37293,False
795521114,H3,H3.Y,9531,False
209734884,H3,H3.5,8030,False
225704430,H3,H3.5,8022,False
573910534,H3,H3.5,7918,False
724965718,H3,H3.5,61622,False
544398017,H3,H3.5,9541,False
402892116,H3,H3.5,9555,False
156356095,H3,H3.5,45351,False
196007812,H3,H3.5,10228,False
221130419,H3,H3.5,6087,False
48427895,H3,H3.5,6337,False
18265391,H3,H3.5,6337,False
118776378,H3,H3.5,6334,False
156210495,H3,H3.5,45351,False
190584176,H3,H3.5,10228,False
469664353,H3,H3.5,1034858,False
685829527,H3,H3.5,34506,False
148686415,H3,H3.5,10090,False
795109912,H3,H3.Y,336983,False
555978339,H3,H3.5,72004,False
440901680,H3,H3.5,72004,False
209736248,H3,H3.5,8030,False
74139901,H3,H3.5,10090,False
74191684,H3,H3.5,10090,False
296190787,H3,H3.5,9483,False
826284380,H3,H3.5,379532,False
72088352,H3,H3.5,7668,False
72155247,H3,H3.5,7668,False
72180798,H3,H3.5,7668,False
557666,H3,H3.5,7656,False
15678030,H3,H3.5,7656,False
1091581,H3,H3.5,7656,False
459180424,H3,H3.5,7719,False
555959872,H3,H3.5,72004,False
440909117,H3,H3.5,72004,False
197127819,H3,H3.5,59729,False
724938304,H3,H3.5,61622,False
209730358,H3,H3.5,8030,False
303661667,H3,H3.5,8030,False
544521680,H3,H3.5,9541,False
724796059,H3,H3.5,61622,False
724942457,H3,H3.5,61622,False
60392145,H3,H3.5,129788,False
355757677,H3,H3.5,9541,False
591331023,H3,H3.5,74533,False
109109099,H3,H3.5,9544,False
297269499,H3,H3.5,9544,False
109048631,H3,H3.5,9544,False
513000153,H3,H3.Y,10181,False
742117126,H3,H3.5,43346,False
296486371,H3,H3.Y,9913,False
556775173,H3,H3.5,59538,False
47085683,H3,H3.5,7955,False
28277907,H3,H3.5,7955,False
60392143,H3,H3.5,129788,False
197099756,H3,H3.5,9601,False
75070831,H3,H3.5,9601,False
55727649,H3,H3.5,9601,False
18255537,H3,H3.5,10090,False
675646310,H3,H3.5,9483,False
197129764,H3,H3.5,59729,False
693267614,H3,H3.5,29158,False
635147765,H3,H3.Y,60711,False
544429416,H3,H3.Y,9541,False
677788944,H3,H3.5,57068,False
677292045,H3,H3.5,57068,False
685617891,H3,H3.Y,9555,False
163781084,H3,H3.Y,9555,False
675659932,H3,H3.5,9483,False
484530,H3,H3.Y,10090,False
89269109,H3,H3.5,8364,False
669218384,H3,H3.5,36087,False
669220726,H3,H3.5,36087,False
669222799,H3,H3.5,36087,False
669303864,H3,H3.5,68888,False
669319849,H3,H3.5,68888,False
730368486,H3,H3.5,68888,False
730368487,H3,H3.5,68888,False
802706687,H3,H3.5,54126,False
556778401,H3,H3.5,59538,False
826301958,H3,H3.5,379532,False
342326260,H3,H3.Y,27406,False
351708184,H3,H3.5,10181,False
544424686,H3,H3.5,9541,False
521035335,H3,H3.5,109478,False
585691038,H3,H3.Y,28737,False
584083019,H3,H3.5,225400,False
432106241,H3,H3.5,225400,False
548517253,H3,H3.5,9925,False
821015238,H3,H3.5,61853,False
402882129,H3,H3.5,9555,False
589947476,H3,H3.Y,230844,False
82886797,H3,H3.5,10090,False
391358189,H3,H3.5,10090,False
74204635,H3,H3.Y,10090,False
663263430,H3,H3.5,9244,False
676773025,H3,H3.5,9244,False
544398553,H3,H3.5,9541,False
291391379,H3,H3.5,9986,False
472377707,H3,H3.5,9708,False
821011638,H3,H3.5,61853,False
674593262,H3,H3.Y,85433,False
594076567,H3,H3.5,89462,False
109070228,H3,H3.Y,9544,False
297458543,H3,H3.5,9913,False
297476816,H3,H3.5,9913,False
296485705,H3,H3.5,9913,False
410038708,H3,H3.Y,9598,False
901800372,H3,canonical_H3,29655,False
901821344,H3,canonical_H3,29655,False
426397319,H3,H3.5,9595,False
426397321,H3,H3.5,9595,False
560121110,H3,H3.Y,6289,False
119894168,H3,H3.Y,9913,False
529273300,H3,H3.5,79327,False
675748985,H3,H3.Y,9483,False
58393832,H3,H3.5,180454,False
58393834,H3,H3.5,180454,False
55234463,H3,H3.5,180454,False
55234464,H3,H3.5,180454,False
568252670,H3,H3.5,43151,False
255078048,H3,H3.3,296587,False
255086083,H3,H3.3,296587,False
303279857,H3,H3.3,564608,False
303284835,H3,H3.3,564608,False
303284927,H3,H3.3,564608,False
226457038,H3,H3.3,564608,False
226457084,H3,H3.3,564608,False
226459057,H3,H3.3,564608,False
226517869,H3,H3.3,296587,False
226524286,H3,H3.3,296587,False
392348792,H3,H3.5,10116,False
402865595,H3,H3.5,9555,False
309270053,H3,H3.5,10090,False
568900009,H3,H3.5,10090,False
72398503,H3,H3.5,4153,False
156336942,H3,TS_H3.4,45351,False
156203556,H3,TS_H3.4,45351,False
817307321,H3,H3.Y,37293,False
297691524,H3,H3.5,9601,False
395755960,H3,H3.5,9601,False
148668461,H3,H3.5,10090,False
170049060,H3,H3.5,7176,False
167870995,H3,H3.5,7176,False
642129445,H3,H3.5,8022,False
795326019,H3,H3.Y,9568,False
795326027,H3,H3.Y,9568,False
532762326,H3,H3.Y,74533,False
556754406,H3,H3.5,59538,False
157129249,H3,H3.5,7159,False
108872267,H3,H3.5,7159,False
555978778,H3,H3.Y,72004,False
803227017,H3,H3.5,9938,False
170064896,H3,H3.5,7176,False
167882120,H3,H3.5,7176,False
150247096,H3,H3.Y,9913,False
548492266,H3,H3.Y,9925,False
556720166,H3,H3.Y,59538,False
742114133,H3,H3.Y,43346,False
803259994,H3,H3.Y,9938,False
403399412,H3,H3.Y,9913,False
148744121,H3,H3.Y,9913,False
296480672,H3,H3.Y,9913,False
303276533,H3,H3.3,564608,False
226460217,H3,H3.3,564608,False
109132178,H3,H3.Y,9544,False
544522714,H3,H3.Y,9541,False
558112982,H3,H3.Y,59463,False
484531,H3,H3.Y,10090,False
803104559,H3,H3.Y,9940,False
558175551,H3,H3.5,59463,False
342326442,H3,H3.Y,27406,False
226479672,H3,H3.Y,6182,False
532056751,H3,H3.5,79684,False
724913227,H3,H3.Y,61622,False
145347216,H3,canonical_H3,436017,False
145352333,H3,canonical_H3,436017,False
612387876,H3,canonical_H3,41875,False
612388130,H3,canonical_H3,41875,False
612397604,H3,canonical_H3,41875,False
144578298,H3,canonical_H3,436017,False
144580738,H3,canonical_H3,436017,False
412987865,H3,canonical_H3,41875,False
412987993,H3,canonical_H3,41875,False
412989168,H3,canonical_H3,41875,False
693497929,H3,canonical_H3,70448,False
693500031,H3,canonical_H3,70448,False
884819027,H3,TS_H3.4,13146,False
168001493,H3,H3.3,3218,False
168002926,H3,H3.3,3218,False
168004746,H3,H3.3,3218,False
168012833,H3,H3.3,3218,False
168030470,H3,H3.3,3218,False
168040862,H3,H3.3,3218,False
168042204,H3,H3.3,3218,False
168065234,H3,H3.3,3218,False
168068009,H3,H3.3,3218,False
162662444,H3,H3.3,3218,False
162663883,H3,H3.3,3218,False
162675118,H3,H3.3,3218,False
162675823,H3,H3.3,3218,False
162681066,H3,H3.3,3218,False
162689805,H3,H3.3,3218,False
162693665,H3,H3.3,3218,False
162694718,H3,H3.3,3218,False
162695328,H3,H3.3,3218,False
335291702,H3,H3.Y,9823,False
499052444,H3,TS_H3.4,106582,False
145349686,H3,H3.3,436017,False
144579490,H3,H3.3,436017,False
693498678,H3,H3.3,70448,False
350645066,H3,H3.5,6183,False
353231319,H3,H3.5,6183,False
657389894,H3,canonical_H3,3880,False
340371177,H3,H3.5,400682,False
340371209,H3,H3.5,400682,False
195094484,H3,canonical_H3,7222,False
193906354,H3,canonical_H3,7222,False
901821727,H3,canonical_H3,29655,False
308809453,H3,canonical_H3,70448,False
195361635,H3,canonical_H3,7238,False
194128965,H3,canonical_H3,7238,False
545701173,H3,canonical_H3,130081,False
452819341,H3,canonical_H3,130081,False
906941270,H3,canonical_H3,667725,False
906945023,H3,canonical_H3,667725,False
195606516,H3,canonical_H3,4577,False
167519296,H3,canonical_H3,431895,False
163777950,H3,canonical_H3,431895,False
460414483,H3,canonical_H3,4081,False
565397094,H3,canonical_H3,4113,False
672143711,H3,canonical_H3,42345,False
551535141,H3,canonical_H3,280463,False
551541124,H3,canonical_H3,280463,False
551542312,H3,canonical_H3,280463,False
551542316,H3,canonical_H3,280463,False
551578924,H3,canonical_H3,280463,False
551579625,H3,canonical_H3,280463,False
551581184,H3,canonical_H3,280463,False
551586747,H3,canonical_H3,280463,False
551605479,H3,canonical_H3,280463,False
551605483,H3,canonical_H3,280463,False
551609462,H3,canonical_H3,280463,False
485603235,H3,canonical_H3,280463,False
485606734,H3,canonical_H3,280463,False
485607469,H3,canonical_H3,280463,False
485607471,H3,canonical_H3,280463,False
485626955,H3,canonical_H3,280463,False
485627315,H3,canonical_H3,280463,False
485628154,H3,canonical_H3,280463,False
485630799,H3,canonical_H3,280463,False
485637194,H3,canonical_H3,280463,False
485637196,H3,canonical_H3,280463,False
485639159,H3,canonical_H3,280463,False
766929294,H3,canonical_H3,326594,False
225713326,H3,H3.3,72036,False
515005,H3,canonical_H3,10093,False
158284457,H3,canonical_H3,180454,False
134104559,H3,canonical_H3,8355,False
158429124,H3,canonical_H3,7227,False
158429128,H3,canonical_H3,7227,False
160285812,H3,canonical_H3,7227,False
160285816,H3,canonical_H3,7227,False
219689191,H3,canonical_H3,9031,False
219689195,H3,canonical_H3,9031,False
901695554,H3,canonical_H3,7227,False
901695558,H3,canonical_H3,7227,False
157021046,H3,canonical_H3,180454,False
426398252,H3,canonical_H3,349642,False
426398254,H3,canonical_H3,349642,False
426398258,H3,canonical_H3,349642,False
426398260,H3,canonical_H3,349642,False
426398264,H3,canonical_H3,349642,False
426398268,H3,canonical_H3,349642,False
426398270,H3,canonical_H3,349642,False
426398272,H3,canonical_H3,349642,False
223453,H3,canonical_H3,9031,False
350633,H3,canonical_H3,9606,False
825740777,H3,TS_H3.4,562,False
7305139,H3,TS_H3.4,10090,False
21489953,H3,TS_H3.4,10090,False
24585677,H3,TS_H3.4,7227,False
30061337,H3,TS_H3.4,10090,False
30061339,H3,TS_H3.4,10090,False
30061341,H3,TS_H3.4,10090,False
30061347,H3,TS_H3.4,10090,False
30089712,H3,TS_H3.4,10090,False
31742503,H3,TS_H3.4,9606,False
53793688,H3,TS_H3.4,9606,False
62860150,H3,TS_H3.4,8364,False
68448473,H3,TS_H3.4,7955,False
78706968,H3,TS_H3.4,7227,False
78706978,H3,TS_H3.4,7227,False
78706986,H3,TS_H3.4,7227,False
78706996,H3,TS_H3.4,7227,False
78707006,H3,TS_H3.4,7227,False
78707016,H3,TS_H3.4,7227,False
78707026,H3,TS_H3.4,7227,False
78707036,H3,TS_H3.4,7227,False
78707046,H3,TS_H3.4,7227,False
78707056,H3,TS_H3.4,7227,False
78707066,H3,TS_H3.4,7227,False
78707076,H3,TS_H3.4,7227,False
78707086,H3,TS_H3.4,7227,False
78707096,H3,TS_H3.4,7227,False
78707106,H3,TS_H3.4,7227,False
78707116,H3,TS_H3.4,7227,False
78707126,H3,TS_H3.4,7227,False
78707136,H3,TS_H3.4,7227,False
78707146,H3,TS_H3.4,7227,False
78707156,H3,TS_H3.4,7227,False
78707164,H3,TS_H3.4,7227,False
114051013,H3,TS_H3.4,7091,False
148236633,H3,TS_H3.4,8355,False
154146240,H3,TS_H3.4,7955,False
157818935,H3,TS_H3.4,10116,False
183076548,H3,TS_H3.4,9606,False
262118289,H3,TS_H3.4,9913,False
341572602,H3,TS_H3.4,10090,False
347582608,H3,TS_H3.4,9823,False
528078317,H3,TS_H3.4,9031,False
91094961,H3,TS_H3.4,7070,False
91095281,H3,TS_H3.4,7070,False
91095335,H3,TS_H3.4,7070,False
91095407,H3,TS_H3.4,7070,False
109020395,H3,TS_H3.4,9544,False
110749619,H3,TS_H3.4,7460,False
118082580,H3,TS_H3.4,9031,False
118082608,H3,TS_H3.4,9031,False
118082621,H3,TS_H3.4,9031,False
125820556,H3,TS_H3.4,7955,False
126313638,H3,TS_H3.4,13616,False
149422492,H3,TS_H3.4,9258,False
149612195,H3,TS_H3.4,9258,False
149617704,H3,TS_H3.4,9258,False
149627537,H3,TS_H3.4,9258,False
149760358,H3,TS_H3.4,9796,False
156320594,H3,TS_H3.4,45351,False
156326477,H3,TS_H3.4,45351,False
156330408,H3,TS_H3.4,45351,False
156336457,H3,TS_H3.4,45351,False
156337727,H3,TS_H3.4,45351,False
156353037,H3,TS_H3.4,45351,False
156353039,H3,TS_H3.4,45351,False
156371427,H3,TS_H3.4,45351,False
156371431,H3,TS_H3.4,45351,False
156382538,H3,TS_H3.4,45351,False
156384745,H3,TS_H3.4,45351,False
156399343,H3,TS_H3.4,45351,False
156399475,H3,TS_H3.4,45351,False
156401595,H3,TS_H3.4,45351,False
156404300,H3,TS_H3.4,45351,False
156404346,H3,TS_H3.4,45351,False
156404544,H3,TS_H3.4,45351,False
156404548,H3,TS_H3.4,45351,False
156536991,H3,TS_H3.4,7425,False
156538959,H3,TS_H3.4,7425,False
156544927,H3,TS_H3.4,7425,False
156544954,H3,TS_H3.4,7425,False
156544976,H3,TS_H3.4,7425,False
156548576,H3,TS_H3.4,7425,False
156548634,H3,TS_H3.4,7425,False
156548638,H3,TS_H3.4,7425,False
156553440,H3,TS_H3.4,7425,False
156553442,H3,TS_H3.4,7425,False
156603006,H3,TS_H3.4,45351,False
156603270,H3,TS_H3.4,45351,False
157131411,H3,TS_H3.4,7159,False
157137032,H3,TS_H3.4,7159,False
157137040,H3,TS_H3.4,7159,False
157137048,H3,TS_H3.4,7159,False
157137735,H3,TS_H3.4,7159,False
157138376,H3,TS_H3.4,7159,False
157138382,H3,TS_H3.4,7159,False
157138390,H3,TS_H3.4,7159,False
157138394,H3,TS_H3.4,7159,False
157138404,H3,TS_H3.4,7159,False
158284313,H3,TS_H3.4,180454,False
158284620,H3,TS_H3.4,180454,False
158284628,H3,TS_H3.4,180454,False
158284630,H3,TS_H3.4,180454,False
158293815,H3,TS_H3.4,180454,False
158298155,H3,TS_H3.4,180454,False
170039271,H3,TS_H3.4,7176,False
170053400,H3,TS_H3.4,7176,False
170053411,H3,TS_H3.4,7176,False
170053421,H3,TS_H3.4,7176,False
170053432,H3,TS_H3.4,7176,False
170053449,H3,TS_H3.4,7176,False
170053467,H3,TS_H3.4,7176,False
170053482,H3,TS_H3.4,7176,False
170053495,H3,TS_H3.4,7176,False
170058996,H3,TS_H3.4,7176,False
170059750,H3,TS_H3.4,7176,False
193582486,H3,TS_H3.4,7029,False
194765383,H3,TS_H3.4,7217,False
194765393,H3,TS_H3.4,7217,False
194765413,H3,TS_H3.4,7217,False
194771412,H3,TS_H3.4,7217,False
194771989,H3,TS_H3.4,7217,False
194772466,H3,TS_H3.4,7217,False
194772472,H3,TS_H3.4,7217,False
194773464,H3,TS_H3.4,7217,False
194773740,H3,TS_H3.4,7217,False
194774281,H3,TS_H3.4,7217,False
194778927,H3,TS_H3.4,7217,False
194780514,H3,TS_H3.4,7217,False
194878012,H3,TS_H3.4,7220,False
194878029,H3,TS_H3.4,7220,False
194878075,H3,TS_H3.4,7220,False
194878116,H3,TS_H3.4,7220,False
194878137,H3,TS_H3.4,7220,False
194878160,H3,TS_H3.4,7220,False
194878193,H3,TS_H3.4,7220,False
194878217,H3,TS_H3.4,7220,False
194878240,H3,TS_H3.4,7220,False
194878261,H3,TS_H3.4,7220,False
194915936,H3,TS_H3.4,7220,False
194915946,H3,TS_H3.4,7220,False
194915956,H3,TS_H3.4,7220,False
194915966,H3,TS_H3.4,7220,False
194915987,H3,TS_H3.4,7220,False
194915997,H3,TS_H3.4,7220,False
194916017,H3,TS_H3.4,7220,False
194916132,H3,TS_H3.4,7220,False
194916142,H3,TS_H3.4,7220,False
194916501,H3,TS_H3.4,7220,False
194916657,H3,TS_H3.4,7220,False
194921087,H3,TS_H3.4,7220,False
194922712,H3,TS_H3.4,7220,False
194924306,H3,TS_H3.4,7220,False
194927740,H3,TS_H3.4,7220,False
194932876,H3,TS_H3.4,7220,False
194937043,H3,TS_H3.4,7220,False
194937156,H3,TS_H3.4,7220,False
194937548,H3,TS_H3.4,7220,False
194937712,H3,TS_H3.4,7220,False
194947426,H3,TS_H3.4,7220,False
194947493,H3,TS_H3.4,7220,False
195063409,H3,TS_H3.4,7222,False
195063436,H3,TS_H3.4,7222,False
195063460,H3,TS_H3.4,7222,False
195063485,H3,TS_H3.4,7222,False
195063506,H3,TS_H3.4,7222,False
195063528,H3,TS_H3.4,7222,False
195063554,H3,TS_H3.4,7222,False
195063582,H3,TS_H3.4,7222,False
195063610,H3,TS_H3.4,7222,False
195063636,H3,TS_H3.4,7222,False
